topic_id,name,description,n_emails,representative_emails
T2392,California Energy Regulation,"Internal coordination on California regulatory proceedings, gas hedging strategies, and engagement with CPUC and state energy agencies.",16,"[""ae6bfd3ba96349b4"", ""0a8b38f0eeb21f23"", ""f58d1dd01000b0fb"", ""d97447ff3b632043"", ""8743dfd232fe51b9""]"
T2393,California Gas Infrastructure,Discussions of CPUC and CEC reports assessing California's natural gas infrastructure reliability and recommendations during the 2000-2001 energy crisis.,20,"[""019be5d7af4f025c"", ""1f5e78e86616dbfa"", ""b1c1fed20e723d21"", ""b29b16bd354f312f"", ""899cfd717f58533c""]"
T2394,TW Open Season Draft,"Internal corporate communications regarding the drafting, revision, and review of an open season posting for a potential TW expansion solicitation.",14,"[""eccdf71d2e092d0f"", ""db75a66280c46d5e"", ""ef864e7e484e4e53"", ""33ceae106a2d317a"", ""35566d6ccbba9021""]"
T2395,California Gas Regulation,"Internal coordination addressing California state gas regulatory issues, including LDC hedging, rate unbundling, and market structure.",11,"[""c17b931286c90757"", ""e3b1235697e8eae0"", ""5d488b7efcd0e956"", ""8be3efd9eb62304d"", ""df6692747e769ec3""]"
T2396,California Energy Crisis Response,"Internal communications and strategy regarding California's energy crisis, gas price spikes, and regulatory responses to blame on interstate pipeline operations.",64,"[""faf9ed5a92067fa2"", ""912c4479f6f471f0"", ""a3851fc2055ff992"", ""dd630119c37ab0da"", ""b4e7a4c82a8d656c""]"
T2397,Pipeline Capacity and Nominations,"Discussions regarding pipeline capacity, nominations, and maintenance for Transwestern and related natural gas pipeline systems.",19,"[""39ebc4bc2b7be631"", ""900eb28831a5d35e"", ""b518886d1e637eaf"", ""c08bb3deff0ed47f"", ""63ce825f1f3b1a7a""]"
T2398,Hess-Enron ISDA,Negotiation and execution of the ISDA Master Agreement between Enron and Amerada Hess Corporation.,22,"[""4cbd71f8a6a20c8a"", ""b1937990889cdb27"", ""c382844366a4e944"", ""6fdb74769b1c03c8"", ""2b80a86a42393988""]"
T2399,Corrugated Services ISDA,Legal coordination and scheduling between Enron and Baker Botts regarding the Enron/Corrugated Services ISDA agreement and related partnership documentation.,10,"[""0b95b0ba280d242c"", ""7c6502a7046ba6fc"", ""5f21c52c63adf039"", ""4cc3978443b2a897"", ""c8c5e920d096dae3""]"
T2400,ISDA Master Agreement Amendments,"Notifications of executed first amendments to ISDA Master Agreements between Enron and various counterparties, specifying changes to credit provisions, collateral thresholds, and other terms.",15,"[""208d5eca1025977b"", ""7bf6a8d6360dd01a"", ""d0511a5b3ece4f20"", ""81661a75089370f4"", ""c809e73623fcc509""]"
T2401,ISDA Master Agreements,Documentation and contract details for ISDA Master Agreements between Enron and various energy trading counterparties.,106,"[""ad45de4bb6164c66"", ""454c89097cca1303"", ""f7e2ae9fa19549e4"", ""c6ca96c66dadac2f"", ""306297b805281d5d""]"
T2402,PG&E Regulatory Conference,Planning and participation in conference calls with PG&E regarding FERC filings for gas system reorganization and jurisdictional matters.,24,"[""4e6e635f26fd21a5"", ""b9207a3186b3d18c"", ""0a6032b00ba95387"", ""cdc9d888ab4d2875"", ""c8cfc5644e875555""]"
T2403,Gas Contract Negotiations,"Internal discussions about gas purchase agreements, contract confirmations, and legal language for the Mariner deal between ECS entities.",11,"[""f007e19bddbd817f"", ""ceb4907923b87b0d"", ""dd262f173b4bf5c8"", ""ac198d0556b64918"", ""599d662f9685eec6""]"
T2404,Transport Capacity Issues,Discussions about firm transport capacity on NNG and capacity release procedures for Unocal and Keystone term sheets.,15,"[""feabeacf7a100d79"", ""bfd54ff823a79a42"", ""59b332e7ff2d500b"", ""44d90f4295ecbbaf"", ""3bd4cd9a303697ec""]"
T2405,Gas Contract Administration,Administrative processing and confirmation of natural gas purchase and sale agreements between Enron and various counterparties.,10,"[""66014252dcb2bbaa"", ""ab3fc515d01b09df"", ""2843a5c32947e92b"", ""7e96fe819e301423"", ""d23a1a4888efdca5""]"
T2406,Contract Review,"This topic covers the review, commenting, and revision of gas purchase agreements and contracts with external parties like Vector and Southern Union.",15,"[""a510a6ce0d062819"", ""e183dc4aacd7abea"", ""ee44f51d7c6c5bc1"", ""b6277fef98664f6b"", ""301b8c2ed14a642e""]"
T2407,Legal Document Execution,"Internal legal communications regarding the execution, review, and transmission of transaction agreements and contract drafts for business deals.",10,"[""931504a80e500d1f"", ""045a3c0a733f4ae1"", ""cb1a1973d839b989"", ""b21b49f88505696f"", ""d5fef70989912af4""]"
T2408,UBS Forward Contracts,"Internal communication regarding UBS forward contracts, including execution, early termination settlements, and related payment processing between Enron and UBS.",25,"[""89698b6d36d6903b"", ""e7e3c48e8c2b104b"", ""f634eafa24b6d812"", ""5375b0684f6da01a"", ""3d8d47d32aa09241""]"
T2409,Pasadena Contract Negotiations,Discussions about the contractual and agent relationship between Enron and the City of Pasadena for gas scheduling and transaction agreements.,11,"[""9962b8710e61cfa8"", ""b14a1b20132b49c9"", ""18b8b2c1ca297a57"", ""48fe7f0ae2a83e67"", ""ef89e7bf92d8b946""]"
T2410,Sports Betting,"Enron employees discussing and settling a bet on a sports game, such as the Giants in the Superbowl.",18,"[""d3800ced163b7883"", ""8c362e626ea571bd"", ""b0c84dc44ff186d5"", ""fd8be5d1b58d8103"", ""7f65bf64ab50a915""]"
T2411,FERC Data Requests,"Responding to regulatory data requests and audits from FERC regarding energy transactions, market investigations, and compliance matters.",33,"[""324e05e7d06d86fc"", ""4a10b4ec5f4e0b1c"", ""39e79f0b51ae222a"", ""fecee628b06d730b"", ""0c180359d9a31374""]"
T2412,Gas Contract Negotiations,"Internal discussions and contract drafting for gas marketing agreements with counterparties including Colorado Springs Utilities, Rhodia, and Kaiser.",25,"[""0319c8c9852cda34"", ""ce200433565455b6"", ""8f2437e592ac76ac"", ""aaa5a8447375dd16"", ""78368f959c9c175e""]"
T2413,Force Majeure Disputes,"This topic covers force majeure claims and disputes related to gas supply contracts, including denial letters, contract terms with Enron North America, and producer documentation requirements.",31,"[""c028c9ee02e2d4ad"", ""f402990cf8f8a4e5"", ""7d651f26be0f6bce"", ""a031bbe13917d09d"", ""6988f70d4fd95a3a""]"
T2414,California Energy Affairs,Strategic communications and public affairs coordination for California energy policy and regulatory matters.,35,"[""24f795dcb0945a75"", ""871b693609a2fdac"", ""af89d6c6714899a9"", ""75c74f54f8d50a4a"", ""f21d120b2d7e6d7d""]"
T2415,ISDA Equity Confirmations,Internal correspondence about creating and approving ISDA confirmations for equity swap trades with Enron Europe and other counterparties.,17,"[""3e1fa9d40f3acff0"", ""1dcc7d25e65479ac"", ""25e4226d77290483"", ""0dec1f373dea0fb8"", ""cbb92f024aa75853""]"
T2416,Guaranty Form Coordination,"This topic covers internal coordination and review of guaranty forms, terms, and collateral requirements for counterparty agreements.",361,"[""8ae9c786992c406d"", ""f7c76088e239006b"", ""9a54e50f20c15ef1"", ""4ba4d3152a757f70"", ""78f65c6b9aae02c3""]"
T2417,Engage Energy Guarantees,"This topic covers Enron's blanket guarantees and guaranty arrangements for Engage Energy entities, including ENA, EPMI, ECC, and Clinton Energy Management Services.",13,"[""7917844a7f062be4"", ""b502ed4bbf84c356"", ""f9a1475f08d15a57"", ""5c8aa4be4a00bd8c"", ""5545ec551e29877b""]"
T2418,Personal Check-ins,"Casual personal messages between colleagues exchanging updates about their social activities, family life, and office matters.",10,"[""8d68f3374ae2e206"", ""18f2fbecc6012765"", ""56faa623cd2bf54c"", ""8498048b9e131f98"", ""26ff0687510041f1""]"
T2419,Easter Social Planning,Discussions about Easter-themed social events such as egg decorating contests and brunch reservations.,11,"[""0d510c6a7fcfa61f"", ""4e17f23709580c19"", ""36f4300beea513fb"", ""2552cff6b6f594be"", ""05477b0ef2992a36""]"
T2420,Transwestern Capacity Releases,"Internal communications regarding Transwestern pipeline capacity release transactions, tariff compliance, and rate monitoring.",24,"[""c318a4344874e326"", ""aa760e6ed8114d36"", ""389b7c029a73b0e4"", ""0202d729271785ba"", ""8815fd2ec02b8463""]"
T2421,Transwestern Capacity Release,"Administrative and financial management of natural gas pipeline capacity releases between ENA and Burlington through the Transwestern pipeline, including rate negotiations, invoice verification, and reporting.",21,"[""6fcd5b74ac29907a"", ""9e9010a646614e76"", ""0ffd8e059ffd3d48"", ""1bb74edeac41c3c8"", ""ec03cd3c2130659d""]"
T2422,Con Edison Guaranty Negotiations,"Email exchanges between Enron and Con Edison regarding guaranty document revisions, term negotiations, and finalizing agreement terms.",10,"[""065ceb5b310c0f30"", ""4330d2ccbe042470"", ""9a054fd8c21942bd"", ""456342664f99c581"", ""a489e91148609268""]"
T2423,Legal Document Review,"Correspondence between Enron and Bear Stearns regarding the review, exchange, and tracking of corporate guaranty and institutional account agreement documents.",24,"[""ce8ff0921d337247"", ""e18820b5f1f868b3"", ""bfefc2f441fc996b"", ""7312f26e4a800ae0"", ""d033045c6468a01d""]"
T2424,Summer Internship Hiring,"Discussions regarding the hiring, recommendation, and coordination of summer interns at Enron.",100,"[""ea4a72bce3aba660"", ""3988a50567899b64"", ""924f06ff6b8da5cb"", ""b3fb46da9f0c35e3"", ""9c5d837e6adae6fa""]"
T2425,Swap Trading,"Communications regarding swap and swaption transactions, including deal execution, confirmations, and related documentation.",111,"[""a21011b7f1396790"", ""8553ddf4a21856e9"", ""cf404c381fb85408"", ""1a7b03fb94d616b7"", ""825500f9b8224d8d""]"
T2426,ECP Interest Rate Swaps,"Internal discussions about managing and unwinding interest rate swaps related to ECP and Linden projects, including hedge effectiveness, cash flow protection, and associated financial mismatches.",22,"[""5e80488b0a991345"", ""8d8d2bcf15f645bb"", ""c6f13b5dfafed7b9"", ""c311a7e3086e158a"", ""a3b7bed3dc1a232d""]"
T2427,Social Invitations,"Personal communications about social plans, including invitations to an Astros baseball game and responses about leaving or staying.",11,"[""5c25444e18bc249a"", ""77b5214419337427"", ""2f16180841ea1ad4"", ""47affe7911d20ac4"", ""bab1b4744721c855""]"
T2428,Transwestern Rate Proceedings,"Regulatory communications between Enron's Transwestern Pipeline and the California Public Utilities Commission regarding rate case responses, settlement negotiations, and privileged legal matters.",35,"[""7e1ed7496ebc620f"", ""8aa62f9b05740d61"", ""aa6cc24c6a103c92"", ""e573034eff986d50"", ""a14e9b3a51de46d2""]"
T2429,Deal Documentation,"Internal communications regarding transaction processing, document preparation, and approval workflows for business deals.",40,"[""cb9fcba4c47aed1a"", ""1afaa1323387b868"", ""b8bc5e8cd664c6f6"", ""0bcc29342b52ef32"", ""23db1a05de4ef4c1""]"
T2430,Lunch Meeting Coordination,"Internal coordination for scheduling lunch meetings between credit, confirmation, and settlements groups to discuss derivatives documentation and ISDA/CSA procedures.",21,"[""c66e8dcdac85bfb0"", ""ea58c9b945bc3656"", ""9464753c75420d62"", ""411ba5efabf6c982"", ""07c58e5644e5169a""]"
T2431,Document Drafting and Review,"The topic involves creating and refining drafts of various documents, seeking feedback, and making revisions.",26,"[""fae2f4f6c231e058"", ""b32420066c057f40"", ""550b213794f5fcf1"", ""3f13d9eb6d403b08"", ""05c257e32bea041f""]"
T2432,Transwestern Pipeline Settlement,This topic covers communications regarding Transwestern Pipeline Company's settlement proposals and negotiations with regulatory bodies including FERC and CPUC.,11,"[""799edf80ec886840"", ""f4c417ef2edcd12b"", ""4ae32938e55592d4"", ""4da2713fc5eb27ce"", ""b354796cd8393b0f""]"
T2433,SoCal-Transwestern Settlement Negotiations,Settlement discussions and legal proceedings between Transwestern and SoCal Gas regarding billing disputes and regulatory matters.,29,"[""17723865b4e0a746"", ""84700c32c1c71c3d"", ""34db620ae00787e7"", ""fcf26a848647fb0c"", ""b1a21132bcdaf9cc""]"
T2434,TW Capacity Planning,"Internal communications coordinating and discussing the operational capacity of Transwestern (TW) pipeline/facility, including scheduling meetings and sharing capacity diagrams.",18,"[""217f67a60bd18a21"", ""6c39348904106657"", ""3756132dd623a56d"", ""216f58e7b7871f72"", ""7c396ee99f26d8df""]"
T2435,ENA Offsite Planning,"Internal communications regarding the planning, coordination, and postponement of the Enron North America 2000 offsite meeting.",23,"[""c2ab0496115efdfc"", ""6533f0d9c59f0094"", ""487020c748d02bcc"", ""42d9a5532a800a2a"", ""9ba693cd61f2969b""]"
T2436,Accounting Offsite Planning,"Internal communications regarding planning, logistics, and objectives for company-wide accounting offsites and training sessions.",10,"[""63bf9e1ae7c05b5f"", ""72b33ef0a623edfb"", ""daaee7986eb4ee57"", ""99bd5bc45cd25954"", ""a845e6e131f9dde0""]"
T2437,Legal Document Requests,"Internal communications regarding the request, forwarding, and execution of legal amendments and guarantees for various business entities.",20,"[""8e708d1c6fc97da2"", ""ab3b3bd4fe9d4b87"", ""e566ac171114049b"", ""08d4cfd0b40b46c8"", ""bb6b8e20986bc3eb""]"
T2438,Aquila Master Agreements,Enron legal discussions regarding Master Firm Purchase/Sale Agreements and contractual terms with Aquila entities.,21,"[""43968c3aee3a09f4"", ""e1df3686038fc550"", ""483692db384011d5"", ""b01aab76dfb9d431"", ""0a24f164b4911318""]"
T2439,Enron Humor Proposal,"The White House Writers Group proposed creating humorous content (cartoons, jokes, anecdotes) about the California energy crisis for Enron executives.",10,"[""536726128a251591"", ""d6e2108489857c0e"", ""3b84b74e69018597"", ""a80661347221dc99"", ""2ddde0f53d5cd867""]"
T2440,Social Event Planning,"Emails arranging personal gatherings such as Friday night outings, dinners, and games.",16,"[""d64748f6c3a06120"", ""cd74384ded5fc4e8"", ""3907ef92a76fa7ce"", ""4f41437504e083ec"", ""4ea3a51e42f70428""]"
T2441,Corporate Responsibility Task Force,"Internal communications regarding the coordination, scheduling, and proceedings of Enron's Corporate Responsibility Task Force meetings and initiatives.",17,"[""77fb61bd38477c7f"", ""7fd40ebc0555c9a0"", ""7e037a46ca94938c"", ""580e37916c06321c"", ""934d6cf8a24f8611""]"
T2442,QBR Meeting Scheduling,The emails discuss scheduling and rescheduling quarterly business review (QBR) meetings for East Midstream and Industrial teams.,14,"[""54f07925ea29d29f"", ""a4d0e0327553a2f7"", ""f79e070d77e64dd2"", ""9d7707fb173a252d"", ""61c49faec7646228""]"
T2443,Securities Loan Assignments,Negotiation and assignment of securities lending agreements between Enron and financial institutions including Morgan Stanley and Goldman Sachs.,10,"[""3caf991d119a9e51"", ""dde396993cf47aa0"", ""e95921fb2c4b245f"", ""4371e272b0ab3eef"", ""446d1ef7fd6a6bcf""]"
